CHR,BP,P,SNP,ZSCORE,EFFECTSIZE,GENE,DISTANCE
1,18151009,0.6787829042878,rs12408792,0.4141,0.0585,ACTL8,124865
1,18352745,0.950875770999119,rs9661646,0.0616,0.0136,IGSF21,0
1,18516164,0.614662252599373,rs6663855,0.5034,0.0859,IGSF21,0
1,18532228,0.987512246472761,rs552749,0.0157,-0.1108,IGSF21,0
1,18588865,0.617948891362175,rs7538442,0.4988,0.0406,IGSF21,11303
1,18642162,0.149635987589136,rs12408368,1.4408,0.2632,KLHDC7A,37848
1,18677915,0.442285277182236,rs11261017,0.7683,0.0521,KLHDC7A,2095
1,18711255,0.176947827683762,rs2816063,1.3502,0.0623,KLHDC7A,26189
1,18826642,0.131426398409531,rs766017,1.5085,-0.1249,PAX7,3444
1,19312941,0.292751039145514,rs6672298,1.0521,0.041,UBR4,0
1,19549675,0.571217105956748,rs214331,0.5663,0.0388,CAPZB,0
1,19890664,0.127095649251714,rs11582254,1.5257,0.1424,TMCO4,0
1,19973621,0.493790575768799,rs6426826,0.6843,0.0116,TMCO4,0
1,20129938,0.415624314686283,rs12059920,0.814,-0.081,PLA2G2E,7242
1,20187999,0.916941058821976,rs6676409,0.1043,0.1763,PLA2G2A,8504
1,20269320,0.45265890751034,rs3806313,0.751,-0.1281,PLA2G5,0
1,20557292,0.518079672241583,rs230175,0.6463,-0.0821,BC040588,2892
1,20732414,0.102633313043043,rs657009,1.6322,-0.0544,FAM43B,19104
1,20856450,0.359841320896521,rs10799657,0.9157,-0.0505,DDOST,0
1,21048442,0.631107900757343,rs7525082,0.4802,0.0969,EIF4G3,0
1,21052837,0.0308036676142365,rs7543140,2.1596,0.1877,EIF4G3,0
1,21072351,0.0540948978159577,rs10737452,1.9261,0.2312,EIF4G3,0
1,21414322,0.0813315154518932,rs7539288,1.743,-0.0854,ECE1,2004
1,21886358,0.139468679204583,rs10493008,1.4778,-0.0444,USP48,0
1,22050465,0.394436859060079,rs12750012,0.8516,-0.0866,HSPG2,0
1,22088866,0.566381960641593,rs3767141,0.5734,-0.0194,HSPG2,0
1,22302656,0.346719443565235,rs2143103,0.941,0.0478,CDC42,10634
1,22360087,0.743677847785875,rs1569580,0.327,-0.0154,WNT4,17982
1,22464043,0.485166074475273,rs2505714,0.698,0.0079,WNT4,121938
1,23708951,0.915243509924039,rs2075993,0.1064,-0.1575,E2F2,0
1,24456039,0.254460475873202,rs11249058,1.1396,0.2353,DQ595936,2594
1,24487486,0.402526353020221,rs6682923,0.8371,-0.0372,DQ595936,34041
1,24540010,0.304393112426624,rs12568609,1.0271,-0.1852,GRHL3,0
1,24855965,0.274328209459782,rs16829898,1.0931,-0.1121,SRRM1,0
1,24887396,0.83076901640743,rs12068506,0.2137,-0.0351,SRRM1,15038
1,25000710,0.786407539388165,rs10732912,0.271,-0.0404,CLIC4,0
1,25093128,0.39560777368024,rs9438856,0.8495,-0.0036,RUNX3,5460
1,25771752,0.282482707407326,rs11806326,1.0748,0.0168,LDLRAP1,3789
1,25819346,0.111375215929002,rs3767923,1.592,0.0326,MAN1C1,0
1,25886611,0.786066701635718,rs2786864,0.2714,0.0396,MAN1C1,0
1,25970937,0.0667803019750863,rs807263,1.8331,0.0302,MAN1C1,0
1,26013160,0.116264863405377,rs2294228,1.5706,0.0537,SEPN1,0
1,26114042,0.698085757438093,rs807060,0.3879,-0.0327,STMN1,8812
1,26389432,0.0968044640030712,rs4659411,1.6605,0.0597,CATSPER4,273
1,26450820,0.770484688458964,rs17257176,0.2917,-0.0162,CCDC21,0
1,26545807,0.355035340879112,rs11247926,0.9249,0.0516,BC139743,0
1,27050494,0.955338205210865,rs17162316,0.056,-0.0937,ZDHHC18,0
1,27079199,0.42522450350225,rs17162324,0.7974,0.1536,GPN2,0
1,27273305,0.000997377559542656,rs12130845,3.2913,0.067,SLC9A1,24588
1,27385122,0.121634006733075,rs12037874,1.548,-0.2256,SLC9A1,31135
1,28150256,0.733074417570606,rs5027651,0.341,0.0579,SMPDL3B,0
1,28322875,0.196733005810529,rs11806397,1.2909,-0.0346,PTAFR,25573
1,28532283,0.403940671123564,rs10794514,0.8346,-0.1479,MED18,0
1,28674431,0.288025375455618,rs35558733,1.0625,0.1188,PHACTR4,0
1,28877333,0.24668260733597,rs12746205,1.1584,-0.133,GMEB1,0
1,29382419,0.447847426868975,rs2452789,0.759,-0.1219,SFRS4,1472
1,29446950,0.0772898932918906,rs1565714,1.7666,0.1448,PTPRU,0
1,29676041,0.58060166076757,rs6701048,0.5525,-0.0542,PTPRU,150139
1,29959696,0.719668873818591,rs4949265,0.3589,0.0893,BC042538,299690
1,30697872,0.682999351061881,rs628347,0.4084,0.0645,MATN1,260710
1,30869567,0.0660983570851386,rs12137409,1.8378,0.125,MATN1,89015
1,31557258,0.846527090761811,rs10914350,0.1936,0.0625,ZCCHC17,0
1,31568047,0.154377902392298,rs11576621,1.4242,0.1969,ZCCHC17,0
1,31877779,0.279119376791641,rs7529064,1.0823,0.048,PEF1,0
1,33252951,0.613800408551469,rs9970553,0.5047,-0.0892,BC036308,0
1,33591001,0.22266379580833,rs4652856,1.2195,0.1052,PHC2,0
1,33645562,0.0271496651694179,rs7514303,2.2094,0.0487,PHC2,31782
1,34052113,0.913888914976269,rs16835937,0.1081,-0.0669,CSMD2,0
1,34067294,0.45489499438554,rs911213,0.7473,0.0068,CSMD2,0
1,34448836,0.340189976617694,rs12723372,0.9538,-0.0513,C1orf94,0
1,34551324,0.92117332178168,rs10753306,0.099,-0.0732,C1orf94,94007
1,34613139,0.909561777021736,rs705202,0.1136,-0.0054,C1orf94,155822
1,34710719,0.47117731301114,rs10914956,0.7206,0.2072,C1orf94,253402
1,35024322,0.412507780361921,rs9118,0.8195,-0.1006,GJB3,0
1,35079081,0.352342784637585,rs12074386,0.9301,-0.1102,C1orf212,12629
1,35349548,0.865443980786949,rs2935954,0.1694,0.0417,ZMYM1,0
1,36132256,0.129930749069899,rs2296470,1.5144,0.0484,EIF2C1,0
1,36221891,0.265417903428897,rs630364,1.1137,-0.068,EIF2C3,0
1,36230662,0.208690645638853,rs645123,1.2572,0.0173,EIF2C3,0
1,36388133,0.831523759057745,rs2231305,0.2127,0.0915,TRAPPC3,480
1,36528222,0.698014193912968,rs4653173,0.388,-0.0134,THRAP3,0
1,36761728,0.648834977066144,rs7530656,0.4554,0.0939,CSF3R,40633
1,37172561,0.464775598607957,rs1334799,0.731,0.1135,GRIK3,0
1,37466575,0.469691784353927,rs6700777,0.723,0.0881,GRIK3,194145
1,37503137,0.812955286120996,rs12037190,0.2366,0.008,ZC3H12A,209568
1,37790721,0.503743378911167,rs12144401,0.6686,-0.104,SNIP1,0
1,37814288,0.66882970626466,rs4652960,0.4278,0.0055,GNL2,0
1,37850887,0.0177346940618008,rs4652964,2.3711,-0.0272,RSPO1,0
1,38121987,0.856786503689364,rs12728438,0.1805,-0.0677,INPP5B,0
1,38359758,0.78195758908987,rs1466424,0.2768,0.1888,POU3F1,74722
1,38521721,0.564796909457073,rs16824833,0.5757,0.0588,POU3F1,236685
1,38692010,0.0747936856932938,rs2252153,1.7817,0.1586,RRAGC,385595
1,38713051,0.812651362270117,rs2244275,0.237,-0.1223,RRAGC,364554
1,38733624,0.672528420807794,rs2992443,0.4227,-0.0655,RRAGC,343981
1,38818787,0.278821748914197,rs12048178,1.083,-0.0368,RRAGC,258818
1,38987750,0.224426000379026,rs1412912,1.2148,0.1188,RRAGC,89855
1,39343798,0.896211030427366,rs13374459,0.1304,0.0517,NDUFS5,70925
1,39694890,0.511467482196167,rs783841,0.6566,0.1647,MACF1,0
1,39807769,0.538238320499659,rs9438926,0.6155,-0.1673,PABPC4,0
1,39967490,0.996361290570349,rs539853,0.0046,-0.093,PPIE,9626
1,40098351,0.704976177075878,rs10489534,0.3786,-0.0426,TRIT1,0
1,40276312,0.660827530082315,rs12402428,0.4388,0.1427,CAP1,2529
1,40477847,0.97988788317889,rs34123123,0.0252,0.1162,RLF,0
1,40698138,0.982892451109365,rs2036198,0.0214,-0.0262,ZNF643,0
1,40830157,0.0855287490412593,rs16827403,1.7195,-0.1748,RIMS3,28781
1,41210004,0.408401497174054,rs10789262,0.8267,-0.1648,CTPS,7589
1,41349197,0.534356009680778,rs11805536,0.6214,0.05,SCMH1,0
1,41566990,0.919234133791178,rs17362424,0.1014,-0.0112,EDN2,150042
1,41570170,0.946607880992815,rs12040046,0.067,-0.151,EDN2,146862
1,41705167,0.515951933804899,rs2810579,0.6496,0.3187,EDN2,11865
1,41817604,0.786581804743037,rs12564769,0.2708,-0.0943,HIVEP3,0
1,41849502,0.312504031928256,rs7515066,1.01,0.0536,HIVEP3,0
1,41858024,0.122123457258567,rs16828495,1.5459,-0.1677,HIVEP3,0
1,42521318,0.0243575279600918,rs3754280,2.2514,-0.0084,FOXJ3,0
1,42986197,0.608473692787811,rs7552138,0.5123,0.0765,LEPRE1,0
1,43291888,0.00287746521644294,rs16866254,2.9805,0.0673,AK309744,66517
1,43468667,0.923553247237578,rs522909,0.096,-0.0788,WDR65,19532
1,43470555,0.137408755254,rs3120045,1.4855,-0.0287,WDR65,21420
1,43518416,0.618921837536618,rs12731885,0.4974,-0.1015,C1orf210,1727
1,43568494,0.790169104235247,rs12096699,0.2661,0.0212,TIE1,7129
1,43575809,0.274438126944005,rs710252,1.0929,0.0886,MPL,252
1,44010052,0.9349235156551,rs7516647,0.0817,-0.0102,ST3GAL3,0
1,44297263,0.0230160811915994,rs12031261,2.2732,0.1439,SLC6A9,41680
1,44548827,0.044955505291,rs12026967,2.0051,0.0035,ERI3,0
1,45061068,0.476788895204663,rs11573597,0.7115,0.1226,PTCH2,0
1,45125871,0.290856016566977,rs2133501,1.0562,0.1332,EIF2B3,0
1,45252359,0.58625330706127,rs11211066,0.5443,0.1604,UROD,0
1,45369418,0.179954877123237,rs12063926,1.3409,0.0738,ZSWIM5,0
1,45607360,0.832860058639199,rs4520450,0.211,0.0448,TESK2,0
1,45859500,0.835993806831539,rs3014245,0.207,0.1421,CCDC17,0
1,46486268,0.94292811001651,rs4506412,0.0716,0.1012,C1orf190,0
1,46673634,0.344257776858285,rs3737742,0.9458,-0.0492,FAAH,21528
1,47700132,0.908421424916014,rs6695969,0.115,0.0368,FOXD2,21183
1,48531045,0.644548604730517,rs6684996,0.4613,-0.08,BC016143,0
1,48576192,0.434874943224713,rs2063712,0.7809,0.0337,BC016143,0
1,48716009,0.787541300291196,rs11590707,0.2695,0.0545,BC016143,0
1,48800056,0.30752088688314,rs1343123,1.0204,-0.0768,AGBL4,0
1,49388133,0.0985225967597216,rs666486,1.6521,-0.0691,AGBL4,0
1,49701076,0.196991901146248,rs946106,1.2902,0.1317,AGBL4,0
1,49810849,0.0270723663270473,rs1856297,2.2105,-0.1076,AGBL4,0
1,50152675,0.0455591578502208,rs12407318,1.9995,0.0406,AGBL4,0
1,50490091,0.486778639955446,rs3001648,0.6954,0.0846,ELAVL4,50449
1,50588370,0.784956417046487,rs17386142,0.2729,0.0623,DMRTA2,67443
1,50922876,0.539643245516345,rs12088577,0.6134,-0.0656,FAF1,0
1,51111155,0.212892665760592,rs11205787,1.2457,0.067,FAF1,0
1,51135684,0.30060880118981,rs11205788,1.0351,-0.0712,FAF1,0
1,51263192,0.418387470766902,rs11582024,0.8092,-0.0176,CDKN2C,50296
1,52010012,0.167038070270792,rs17106750,1.3818,0.1286,OSBPL9,0
1,52079979,0.843868600437418,rs2495220,0.1969,-0.019,NRD1,0
1,52113093,0.75872241682373,rs7519230,0.3072,-0.1103,NRD1,0
1,52537547,0.214746171375737,rs2820331,1.2406,-0.0297,ZFYVE9,0
1,52640815,0.604669912718236,rs7551213,0.5177,-0.2772,ORC1L,0
1,52688381,0.623332715127617,rs12239281,0.4911,-0.1251,ZCCHC11,0
1,52884312,0.497072222176939,rs6682749,0.6791,-0.1169,FAM159A,0
1,52966416,0.716660525416955,rs12069504,0.3629,-0.0845,ZYG11B,0
1,53721321,0.925689300755039,rs1298638,0.0933,-0.0238,DMRTB1,15576
1,53837057,0.211977319791913,rs1320385,1.2481,0.0538,GLIS1,0
1,54329851,0.828334225108847,rs12094252,0.2168,-0.1569,C1orf83,0
1,54335627,0.523175548994914,rs1181088,0.6385,-0.1988,C1orf83,0
1,54538315,0.859048882266507,rs10888844,0.1776,0.0364,SSBP3,0
1,54890750,0.732854850357398,rs7533275,0.3413,-0.0363,C1orf175,0
1,54990618,0.428155832225457,rs12092772,0.7924,-0.0974,PARS2,4540
1,55055664,0.143674624152482,rs4926658,1.4622,0.1407,C1orf177,0
1,55084040,0.723873865325004,rs11206451,0.3533,-0.1138,C1orf177,3516
1,55201592,0.670115408487618,rs4463717,0.426,-0.0707,TMEM61,17460
1,55705932,0.932775215012953,rs874664,0.0844,-0.0589,AK127270,113365
1,55712582,0.231589041650295,rs1499678,1.1963,-0.0136,AK127270,106715
1,55717125,0.335226226132363,rs17112145,0.9636,0.058,AK127270,102172
1,55739420,0.810388926416636,rs17416166,0.2399,0.0251,AK127270,79877
1,56277889,0.513173947343603,rs2404393,0.6539,-0.0528,AK127270,304627
1,56415586,0.912822783458978,rs1331862,0.1095,0.0241,PPAP2B,317434
1,56531194,0.927384468959644,rs2793676,0.0911,-0.0489,PPAP2B,201826
1,56632007,0.802880101138726,rs952133,0.2496,-0.0621,PPAP2B,101013
1,56676023,0.409847820643336,rs914836,0.8242,-0.1159,PPAP2B,56997
1,56889836,0.631020121276379,rs11206889,0.4803,0.0409,PRKAA2,0
1,57223029,0.129122577607632,rs11206947,1.5176,-0.1507,DAB1,13137
1,57234924,0.711507543222979,rs17114769,0.3698,0.071,DAB1,1242
1,57476158,0.184934035409242,rs2764663,1.3257,0.092,DAB1,0
1,57689365,0.411855452693999,rs17115796,0.8206,0.0282,DAB1,0
1,57866575,0.709865575889125,rs10789051,0.372,-0.0181,DAB1,0
1,58004649,0.246871296316385,rs11207103,1.158,-0.2324,DAB1,0
1,58074079,0.978700884385034,rs852786,0.0267,0.1288,DAB1,0
1,58214448,0.976060691755265,rs1187983,0.03,-0.1772,DAB1,0
1,58266259,0.357588473940268,rs6587793,0.92,0.059,DAB1,0
1,58288364,0.43503970396705,rs4912295,0.7806,0.1758,DAB1,0
1,58402630,0.219109733356163,rs11802821,1.2289,0.0159,DAB1,0
1,58683282,0.130286930128932,rs41370348,1.513,-0.1014,AX746780,22904
1,58935381,0.986072798958048,rs6677560,0.0175,-6e-04,MYSM1,0
1,59019169,0.681695600273088,rs4647018,0.4102,-0.117,JUN,0
1,59320243,0.254117666976526,rs1331750,1.1404,0.0089,AK055150,182390
1,59372300,0.126785475295037,rs4912386,1.5269,-0.1846,FGGY,162912
1,59391181,0.715551137225702,rs625127,0.3644,0.0213,FGGY,144031
1,59412089,0.611098733497784,rs17119019,0.5085,0.0847,FGGY,123123
1,59470505,0.675653727492318,rs17536757,0.4184,0.0379,FGGY,64707
1,59495460,0.778100826544687,rs17478612,0.2818,-0.2413,FGGY,39752
1,59724293,0.424196176230907,rs1188236,0.7992,0.0381,FGGY,0
1,59796529,0.186596769839525,rs1440575,1.3207,0.0869,FGGY,0
1,60030519,0.187619613483548,rs9436188,1.3177,-0.1011,BC042048,3433
1,60046372,0.756343628047034,rs11588377,0.3103,0.0849,HOOK1,6748
1,60200535,0.231634813826531,rs12072111,1.1962,-0.047,C1orf87,26876
1,60277584,0.234553441870958,AFFX-SNP_9826961__rs17120034,1.1887,0.1875,C1orf87,0
1,60365891,0.00879691960290074,rs616637,2.6198,-0.0568,C1orf87,53878
1,60558669,0.569059263216332,rs987714,0.5694,0.0585,C1orf87,246656
1,60815453,0.524188927607611,rs10493290,0.6369,-0.0801,AK097193,82437
1,60829213,0.305405469145626,rs1572358,1.0249,0.0634,AK097193,68677
1,61063546,0.343947530258447,rs17375005,0.9464,0.0884,AK097193,0
1,61106765,0.928652404807508,rs17375290,0.0895,0.0256,AK097193,42922
1,61176832,0.414112949976698,rs12034330,0.8167,-0.0125,BC030753,1672
1,61676044,0.945059971651062,rs2257749,0.0689,-0.0125,NFIA,0
1,62148565,0.353814726462588,rs1332636,0.9272,-0.1339,INADL,0
1,62539115,0.407974511850625,rs1325742,0.8275,0.0102,KANK4,0
1,62982533,0.677136725280434,rs11208012,0.4164,0.0991,ATG4C,39857
1,63141264,0.672495676204562,rs2803242,0.4227,0.0392,ATG4C,38627
1,63175608,0.650597865926102,rs17124071,0.4529,0.0851,ATG4C,72971
1,63261928,0.995766670443118,rs883398,0.0053,-0.1489,BC040309,135414
1,63397873,0.991858923109248,rs17124724,0.0102,0.0719,BC040309,0
1,63430237,0.279113545548171,rs12724092,1.0823,-0.1672,BC040309,0
1,64040194,0.310449367156252,rs640407,1.0143,-0.1505,ROR1,0
1,64230213,0.54623167286627,rs285360,0.6034,0.0013,ROR1,0
1,64241635,0.819869458209723,rs285384,0.2277,0.0739,ROR1,0
1,64386233,0.479098474374041,rs6686041,0.7078,-0.0463,ROR1,0
1,64609437,0.0226431947667152,rs10749744,2.2794,-0.0395,CACHD1,99626
1,64786174,0.425829513231292,rs6681578,0.7963,-0.0882,CACHD1,0
1,65398340,0.31001233169809,rs12401887,1.0152,-0.2255,AK3L1,0
1,66233705,0.928413604618981,rs2503187,0.0898,-0.0077,PDE4B,0
1,66772691,0.97767010005191,rs1445578,0.028,0.0437,SGIP1,0
1,66774705,0.00802123756147921,rs1415984,2.6512,0.0308,SGIP1,0
1,66929060,0.252378915902227,rs7554101,1.1446,0.1806,SGIP1,0
1,67337208,0.817189549794421,rs2863200,0.2312,-0.0616,C1orf141,0
1,67426698,0.919402534840629,rs1321157,0.1012,0.1871,IL23R,0
1,67816333,0.627582603599876,rs699235,0.4851,0.1307,GADD45A,107137
1,68156982,0.435145124793053,rs2186238,0.7804,-0.1642,AK124028,0
1,68196309,0.893733765929937,rs12029652,0.1336,0.0604,AK124028,0
1,68224976,0.231629860354587,rs9326078,1.1962,0.1762,AK124028,0
1,68420614,0.458457891596481,rs2772300,0.7414,0.0443,AK124028,0
1,68703929,0.130143956979737,rs12073367,1.5135,0.0233,DEPDC1,8493
1,68787270,0.0218533608131111,rs2181862,2.2929,-0.0959,BC020917,10375
1,68809932,0.231215299339965,rs4607932,1.1972,0.0119,BC020917,33037
1,68827117,0.84552885661833,rs2143586,0.1948,0.052,BC020917,50222
1,68930778,0.195356190437451,rs854285,1.2949,-0.0087,BC020917,153883
1,69111634,0.415829575620592,rs4558026,0.8137,-0.1401,BC020917,334739
1,69188053,0.112597177969292,rs4484966,1.5866,0.0511,BC020917,411158
1,69350521,0.833574251038954,rs17436927,0.2101,-0.0179,BC020917,573626
1,69385882,0.638062259182334,rs17130870,0.4704,0.0409,BC020917,608987
1,69732787,0.00732212979346514,rs1341794,2.6818,0.066,LRRC7,265658
1,70213150,0.729075468610972,rs12040177,0.3464,0.0849,LRRC7,0
1,70419019,0.893702737987041,rs6664480,0.1336,-0.0305,LRRC40,0
1,70442900,0.14324131119065,rs6696040,1.4638,-0.0586,LRRC40,0
1,70676656,0.0399553885217756,rs515064,2.0542,0.0891,CTH,0
1,70689704,0.850162469549105,rs12562408,0.1889,-0.0606,CTH,11864
1,70791574,0.275798806222156,rs4233083,1.0898,-0.1829,CTH,113734
1,70866393,0.353618697961792,rs8179355,0.9276,0.1601,BC041441,78330
1,71188185,0.541131761157885,rs7541936,0.6111,-0.0977,PTGER3,2517
1,71212640,0.233421320328489,rs13306014,1.1916,0.0128,PTGER3,0
1,71271874,0.966140147997066,rs2300179,0.0424,-0.0399,PTGER3,0
1,71416278,0.229020941304043,rs17557128,1.2029,0.1635,BC054887,0
1,71716149,0.430269829463214,rs357245,0.7887,0.0179,NEGR1,0
1,72134926,0.795036612078547,rs11209865,0.2598,0.0246,NEGR1,0
1,72589343,0.0576242199167609,rs11209949,1.8985,-0.1326,NEGR1,68351
1,72619048,0.759434807347134,rs1599337,0.3062,-0.0331,NEGR1,98056
1,73121431,0.133957121288404,rs2841195,1.4987,-0.3032,BC041341,423009
1,73428409,0.466652238508686,rs11210177,0.7279,0.0051,BC041341,116031
1,73593869,0.664902229560539,rs2340400,0.4332,0.0278,BC041341,16723
1,74458652,0.958691113628447,rs17094970,0.0518,-0.1625,TNNI3K,0
1,74676941,0.724259480368346,rs17095322,0.3528,-0.0428,TNNI3K,0
1,74840649,0.19291844824329,rs696699,1.302,-0.1677,C1orf173,0
1,74917459,0.72976755280979,rs7512474,0.3454,-0.1809,C1orf173,5450
1,74931827,0.834214422153309,rs1424665,0.2093,-0.1108,CRYZ,11944
1,74940621,0.176156841684133,rs1345943,1.3527,0.0156,CRYZ,3150
1,74945639,0.642637490760535,rs4650281,0.464,-0.0048,CRYZ,0
1,75007450,0.853715568315238,rs17095873,0.1844,0.1381,TYW3,3555
1,75261025,0.0306311876047403,rs7531164,2.1618,0.1458,LHX8,105681
1,75364074,0.162975195562467,rs17096288,1.3951,-0.1052,LHX8,2632
1,75385685,0.236948356963694,rs1526512,1.1826,0.2033,LHX8,0
1,75427434,0.338644349947572,rs17096342,0.9568,-0.0506,SLC44A5,17434
1,75860980,0.822839678497985,rs6675067,0.2239,0.0937,SLC44A5,11624
